ID,Relatienummer pensioenfonds,Naam pensioenfonds,Naam persoon,Relatienummer persoon,Rol
1319,49417,DSM,"Rennen, Petrus Antonius Maria",P104314,Bestuurder
1320,49417,DSM,"Ubachs, Michiel Marie Gerardus",P104545,Bestuurder
1321,50018,Brocacef,"Eeken, Johannes Petrus",P117696,Bestuurder
1323,50018,Brocacef,"Esschoten, Nicolaas van",P102644,Bestuurder
1324,50018,Brocacef,"Galen, Lambertus Hendrik Hugo Oscar van",P118656,Bestuurder
1325,50018,Brocacef,"Huisman, Frits",P101232,Bestuurder
1326,50018,Brocacef,"Kappert, Harry",P109919,Bestuurder
1327,50018,Brocacef,"Tromp, Amasja Moon Sook Ne tal",P111847,Bestuurder
1328,50018,Brocacef,"Venema, Mark Peter",P106003,Bestuurder
1329,50018,Brocacef,"Wit, Johannes de",P101494,Bestuurder
1330,50051,MSD,"Beijer, Johan Hendrik",P110705,Bestuurder
1331,50051,MSD,"Doorn, Alfred Jan Antonie van",P114854,Bestuurder
1332,50051,MSD,"Eilers, Louis Ferdinand Maria",P108890,Bestuurder
1333,50051,MSD,"Koning, Jacobus Clemens Johannes",P101489,Bestuurder
1335,50051,MSD,"Melenhorst, Jozef Theodorus Hendrikus",P106893,Bestuurder
1336,50051,MSD,"Onzenoort, Marijtje van",P108502,Bestuurder
1337,50051,MSD,"Raaijmakers, Wilhelmina Hendrika Maria",P132355,Bestuurder
1338,50052,Elsevier,"Berrevoets, Remco Richard",P131133,Bestuurder
1340,50052,Elsevier,"Kuipers, Jacob",P125615,Bestuurder
1341,50052,Elsevier,"Laeven, Johannes Mathijs",P102318,Bestuurder
1342,50052,Elsevier,"Lievaart-Bode, Anne Margaretha",P109022,Bestuurder
1344,50052,Elsevier,"Merwe)-van der Laan, Renee Ann (van de",P114599,Bestuurder
1345,50052,Elsevier,"Nods, Remko",P102832,Bestuurder
1346,50052,Elsevier,"Rijst, Hendrikus van der",P121196,Bestuurder
1348,50052,Elsevier,"Vries, Han Cornelis de",P129846,Bestuurder
1349,50555,Heijmans,"Duijn, Maarten Gijsbert Johannes van",P102289,Bestuurder
1350,50555,Heijmans,"Jonge, Hubregt de",P114565,Bestuurder
1352,50555,Heijmans,"Raessens, Georges Frederik Maria Bernadette",P121513,Bestuurder
1353,50555,Heijmans,"Telling, Jacob Gijsbert",P130593,Bestuurder
1354,50558,Wijsmuller,"Jager, Engel de",P114611,Bestuurder
1356,50558,Wijsmuller,"Weerelt, Anthonius Maria van",P121268,Bestuurder
1357,50558,Wijsmuller,"Westerweel, Daniel Berend",P114922,Bestuurder
1358,50560,Lloyd's Register,"Dekker, Wim den",P128861,Bestuurder
1359,50560,Lloyd's Register,"Halkes, Richard Anthonius Petrus",P117534,Bestuurder
1361,50560,Lloyd's Register,"Jong, Rutgerus Johannes Maria de",P110976,Bestuurder
1362,50560,Lloyd's Register,"Rijks, Geerten Steef",P132351,Bestuurder
1363,50560,Lloyd's Register,"Spronk, Franciscus Nicolaas",P106358,Bestuurder
1364,51180,Robeco,"Breugel, Cornelis Peter van",P123967,Bestuurder
1365,51180,Robeco,"Bruin, Gerard de",P127042,Bestuurder
1368,51180,Robeco,"Groot, Wilhelmina Annemarie de",P130187,Bestuurder
1369,51180,Robeco,"Horlings, Wubbe Harm",P130175,Bestuurder
1371,51180,Robeco,"Roodhorst, Johannes Antoon",P113252,Bestuurder
1372,51180,Robeco,"Snoek, Martine Corina",P104341,Bestuurder
1373,51180,Robeco,"Steenkamp, Thomas Bonifacius Maria",P127333,Bestuurder
1374,51180,Robeco,"Stegmann, Jurrianus Bernardus Johannes",P124840,Bestuurder
1376,53150,Voorzieningsfonds Verwelius,"Hordijk, Eddy",P101943,Bestuurder
1377,53150,Voorzieningsfonds Verwelius,"Verwelius, Lambert Stefanus",P105159,Bestuurder
1379,60011,AZL,"Gubbels, Josephus Eduard",P125369,Bestuurder
1380,60011,AZL,"Kochen, Judith Johanna Maria",P122518,Bestuurder
1381,60011,AZL,"Quaden, Hendrikus Hubertus Elisabeth Joseph",P116808,Bestuurder
1382,60011,AZL,"Schuurs, Robertus Antonius",P129670,Bestuurder
1384,60011,AZL,"Starren, Martinus Hubertus Petrus",P112758,Bestuurder
1385,60011,AZL,"Volders, Ronald Jean Gerald Nico",P129683,Bestuurder
1386,60019,Ten Cate,"Bosch, René Gerhardus Lambertus",P125621,Bestuurder
1387,60019,Ten Cate,"Getkate, Gerrit Jan",P120549,Bestuurder
1388,60019,Ten Cate,"Halkes, Johannes Cornelis Maria",P105036,Bestuurder
1390,60019,Ten Cate,"Hennepe, Simon te",P112706,Bestuurder
1391,60019,Ten Cate,"Kleinjan, Dinand Berend Jan",P130987,Bestuurder
1392,60019,Ten Cate,"Lemmens, Peter Willem Iskander",P100082,Bestuurder
1393,60019,Ten Cate,"Lock, Jacob",P106153,Bestuurder
1394,60019,Ten Cate,Malgaz,P120697,Bestuurder
1396,60019,Ten Cate,Spaan,P117622,Bestuurder
1397,60019,Ten Cate,"Troost, Cornelis",P102996,Bestuurder
1398,60056,Vitol Anker,"Clercq Zubli, Klaus Jorgen de",P105707,Bestuurder
1400,60056,Vitol Anker,"Neufeglise, Rogier",P131723,Bestuurder
1401,60056,Vitol Anker,"Rijt, Gerardus Josephus Anthonius van",P111448,Bestuurder
1402,60056,Vitol Anker,"Waas, Johannes Cornelis Maria van",P129068,Bestuurder
1403,60064,Merrill Lynch,"Bleeker, Rudolf Cornelis Maria",P117608,Bestuurder
1404,60082,Coram,"Adriaans, Renier Marinus",P107977,Bestuurder
1405,60082,Coram,"Debrauwer, Hubertus Jasper Jozef",P115977,Bestuurder
1406,60082,Coram,"Haisma, Johannes Hendrikus",P126335,Bestuurder
1408,60082,Coram,"Kalkhoven, Jeroen Carolus Josephus",P117366,Bestuurder
1409,60082,Coram,"Rosenau, Richard Anthony Michael",P107497,Bestuurder
1410,60082,Coram,"Rutten, Marcus Johannes Gerardus Maria",P103674,Bestuurder
1411,60084,Witteveen & Bos,"Beer, Ids Johan Martin de",P110534,Bestuurder
1412,60084,Witteveen & Bos,"Boomgaard, Wim Peter",P125967,Bestuurder
1414,60084,Witteveen & Bos,"Koning, Jacobus Nicolaas de",P112510,Bestuurder
1416,60084,Witteveen & Bos,"Nieboer, Henk Evert",P127203,Bestuurder
1417,60085,Rockwool,"Boonen, Peter Godfried Simon Marie",P109167,Bestuurder
1418,60085,Rockwool,"Capitain, Erwin Robert",P110208,Bestuurder
1419,60085,Rockwool,"Meulen, John van der",P104592,Bestuurder
1420,60085,Rockwool,"Ramakers, Jacobus Martinus Maria",P109163,Bestuurder
1421,60085,Rockwool,"Ruijters, Joannes Peter Bernardus",P109165,Bestuurder
1425,60109,KLM-Cabinepersoneel,"Berk, Pauline Johanna Gerarda van den",P121174,Bestuurder
1426,60109,KLM-Cabinepersoneel,"Geerlings, Stefan",P103624,Bestuurder
1427,60109,KLM-Cabinepersoneel,"Groeneveld, Annette",P103608,Bestuurder
1428,60109,KLM-Cabinepersoneel,"Halder, Eugène Johannes Josephus Andreas van",P121176,Bestuurder
1429,60109,KLM-Cabinepersoneel,"Jansen, Paulus Johannes Maria",P104789,Bestuurder
1430,60109,KLM-Cabinepersoneel,"Jong, Arend Reinier de",P107474,Bestuurder
1431,60109,KLM-Cabinepersoneel,"Kartman, Miriam Inez",P109736,Bestuurder
1433,60109,KLM-Cabinepersoneel,"Koster, Rob Charles",P121179,Bestuurder
1434,60109,KLM-Cabinepersoneel,"Nijssen, Daniël Bavo Maria",P110116,Bestuurder
1435,60109,KLM-Cabinepersoneel,"Porskamp, Kees",P122656,Bestuurder
1436,60109,KLM-Cabinepersoneel,"Tilgenkamp, Terence",P103620,Bestuurder
1437,60109,KLM-Cabinepersoneel,"Vanagt, Pieter Jan",P108093,Bestuurder
1438,60114,Progress Unilever,"Clement, Robert",P124479,Bestuurder
1439,60114,Progress Unilever,"Dongen, Lambertus Johannes van",P112395,Bestuurder
1440,60114,Progress Unilever,"Lang, Peter de",P115904,Bestuurder
1441,60114,Progress Unilever,"Post, Herman Ulko",P132357,Bestuurder
1442,60114,Progress Unilever,"Roovers, Michael Gerardus",P102630,Bestuurder
1443,60114,Progress Unilever,"Rots, Maria Johanna Francisca (Marianne)",P108188,Bestuurder
1445,60114,Progress Unilever,"Zoeten, Gijsbert de",P104792,Bestuurder
1446,60123,Fluor Nederland,"Blom, Martin",P130197,Bestuurder
1447,60123,Fluor Nederland,"Heijningen, Franciscus Jacobus (Frank) van",P130613,Bestuurder
1448,60123,Fluor Nederland,"Hoog, Bastiaan Arend de",P103685,Bestuurder
1449,60123,Fluor Nederland,"Lohuizen, Rob van",P111450,Bestuurder
1450,60123,Fluor Nederland,"Mali, Pieter Cornelis",P110476,Bestuurder
1451,60123,Fluor Nederland,"Pluimers, Petrus Johannes",P107791,Bestuurder
1452,60123,Fluor Nederland,"Schaaf, Geert (Ger) van der",P100692,Bestuurder
1454,60127,VNU,"Borkink, Markus Johannes",P125798,Bestuurder
1456,60127,VNU,"Riet, Marieke van 't",P130425,Bestuurder
1457,60127,VNU,"Rutte, Marcellus Johannes Bartholomeus (Marcel)",P125654,Bestuurder
1458,60127,VNU,"Wanschers, Franciscus Gerhardus Maria",P113021,Bestuurder
1459,60127,VNU,"Wiss-Wegh, Geertje Johanna",P109986,Bestuurder
1460,60171,Unirobe Meeus,"Bergenhenegouwen, Francisca Cornelia Van",P130852,Bestuurder
1461,60171,Unirobe Meeus,"Gelderen-Akkerman, Elisabeth Gezina van",P106179,Bestuurder
1462,60171,Unirobe Meeus,"Kuenen, Joris Donald",P117490,Bestuurder
1463,60171,Unirobe Meeus,"Mans-Swalef, Monica Wilhelmina Johanna",P114639,Bestuurder
1465,60171,Unirobe Meeus,"Pol, Willem Lambertus",P105646,Bestuurder
1466,60171,Unirobe Meeus,"Rovers, Roland Andreas Gerardus Cornelis",P130674,Bestuurder
1467,60171,Unirobe Meeus,"Wit, Richard Cornelis de",P106172,Bestuurder
1468,60196,Holland Casino,"Bos-Steen, Adriana Maria van den",P110539,Bestuurder
1469,60196,Holland Casino,"Coeleman, Carola",P101023,Bestuurder
1470,60196,Holland Casino,Kooijman,P118304,Bestuurder
1471,60196,Holland Casino,"Mensonides, Jelle",P114077,Bestuurder
1472,60196,Holland Casino,"Schuijt, Hendrik",P107719,Bestuurder
1473,60196,Holland Casino,"Slooten, Erik van",P115501,Bestuurder
1474,60212,Fresenius ,"Abelen, Elisabeth Catharina Maria",P108951,Bestuurder
1475,60212,Fresenius ,"Brake, Harmen van de",P101399,Bestuurder
1476,60212,Fresenius ,"Dijkstra, Hendrik Jelmer",P122738,Bestuurder
1477,60212,Fresenius ,"Goertz, Joseph",P118591,Bestuurder
1478,60212,Fresenius ,"Renting, Annichje",P118593,Bestuurder
1480,60216,Hewlett-Packard,"Dekker, Jacob Pieter",P106072,Bestuurder
1481,60216,Hewlett-Packard,"Dijkhuizen, Simon Pieter",P113867,Bestuurder
1482,60216,Hewlett-Packard,"Korevaar, Robert",P106890,Bestuurder
1484,60216,Hewlett-Packard,"Mentink- Wegerif, Anna Christina",P104334,Bestuurder
1485,60216,Hewlett-Packard,"Splint, Hendrik Adrianus",P103167,Bestuurder
1486,60216,Hewlett-Packard,"Sutherland, John Eric",P110942,Bestuurder
1487,60216,Hewlett-Packard,"Terwel, Lennert",P107896,Bestuurder
1488,60216,Hewlett-Packard,"Timmer, Coen Eric",P100294,Bestuurder
1489,60216,Hewlett-Packard,"Warmerdam, Renatus Huibertus Phillippus van",P105038,Bestuurder
1490,60216,Hewlett-Packard,"Zelst, Gerardus Pius maria van",P127861,Bestuurder
1491,60245,Avery Dennison,"Gijn, Huibert Nicolaas van",P101832,Bestuurder
1492,60245,Avery Dennison,"Megchelse, Eveline Christine",P111342,Bestuurder
1493,60245,Avery Dennison,"Steeman, Franciscus Willibrordus Maria",P100927,Bestuurder
1494,60245,Avery Dennison,"Veltkamp, Frank Willem",P128459,Bestuurder
1495,60245,Avery Dennison,"Voskuilen, Edwin",P114015,Bestuurder
1496,60263,Bisdommen,"Bijloos, Cornelis Jsephus",P124814,Bestuurder
1497,60263,Bisdommen,"Bultsma, Arjen",P115870,Bestuurder
1499,60263,Bisdommen,"Kalb, Thomas Reinardus (Thom)",P102349,Bestuurder
1500,60263,Bisdommen,"Schoenmakers, Vincentius Gerardus Petrus Johannes Maria",P101622,Bestuurder
1501,60263,Bisdommen,"Vergroesen, Petrus Johannes",P130972,Bestuurder
1502,60263,Bisdommen,"Verhoeven, Laurentinus Josephus Wilhelmus",P111355,Bestuurder
1503,60263,Bisdommen,"Vuylsteke, Michael Joannes Marie Wolterus",P101624,Bestuurder
1504,60276,Openbaar Vervoer,"Anker, Pieter Burg",P123784,Bestuurder
1506,60276,Openbaar Vervoer,"Doerga, Ramdoelarie Ingrid",P132329,Bestuurder
1507,60276,Openbaar Vervoer,"Elberse, Robertus Minte Jan",P131796,Bestuurder
1508,60276,Openbaar Vervoer,"Hannema, Jitze",P116988,Bestuurder
1509,60276,Openbaar Vervoer,"Heilig, Jan",P117242,Bestuurder
1510,60276,Openbaar Vervoer,"Ketting, Dirk",P129175,Bestuurder
1511,60276,Openbaar Vervoer,"Modderman, Hendrik Jan Ewoud",P131417,Bestuurder
1512,60276,Openbaar Vervoer,Persijn,P117960,Bestuurder
1513,60276,Openbaar Vervoer,"Peters, Hedwig Gerarda Ignata Maria",P128873,Bestuurder
1516,60276,Openbaar Vervoer,"Wevers, Jan Willem",P118800,Bestuurder
1518,60291,Remia,"Berg, Arie Jan van den",P106662,Bestuurder
1520,60291,Remia,"Ginkel, Johannes Gijsbertus van",P114869,Bestuurder
1521,60291,Remia,"Heezik, Johannes van",P129840,Bestuurder
1522,60291,Remia,"Straalen, Renatus Gijsbertus Johannes van",P129861,Bestuurder
1523,60291,Remia,"Vroom, Maartje Elisabeth de",P130437,Bestuurder
1524,60294,Cargill,"Hoedelmans, Christiaan Cornelis Antonius",P107227,Bestuurder
1525,60294,Cargill,"Dierendonck, Jean-Paul Antonius Cyrilles van",P128468,Bestuurder
1526,60294,Cargill,"Goossens, Cijrillus Rudi Justine",P118867,Bestuurder
1527,60294,Cargill,"Koppen, Charles Albert",P116467,Bestuurder
1528,60294,Cargill,"Oostdam, Jacobus Gijsbertus",P112139,Bestuurder
1529,60294,Cargill,"Plas, Engelbertus Jacobus van der",P128408,Bestuurder
1530,60294,Cargill,Vermeersch,P118785,Bestuurder
1531,60294,Cargill,"Wees, Reinerus Johannes Jacobus van",P117160,Bestuurder
1532,60294,Cargill,"Zoethout, Bauke Piebe",P116472,Bestuurder
1533,60304,Transavia vliegers,"Bosma, Renault Herbert Peter",P104758,Bestuurder
1534,60304,Transavia vliegers,"Bouquet, Jan Willem Matthijs",P113029,Bestuurder
1535,60304,Transavia vliegers,"Braam, Sanne Pauline",P123621,Bestuurder
1536,60304,Transavia vliegers,"Evers, Hendrikus Johannes",P117238,Bestuurder
1537,60304,Transavia vliegers,"Gerritsma, Albert Willem",P121173,Bestuurder
1538,60304,Transavia vliegers,"Marée, Paulinus Antonius Maria",P104759,Bestuurder
1539,60327,Martinair Vliegers,"Botman, Frans Federik",P114198,Bestuurder
1540,60327,Martinair Vliegers,"Frijns, Herbert",P105857,Bestuurder
1542,60327,Martinair Vliegers,"Limburg, Albert Louis Johan Karel",P111846,Bestuurder
1543,60327,Martinair Vliegers,"Lorier, Andries Johannes",P104719,Bestuurder
1544,60327,Martinair Vliegers,"Mante, Aert Laurens",P107582,Bestuurder
1545,60327,Martinair Vliegers,"Polderman, Robert",P111951,Bestuurder
1546,60342,TBI,"Breemen, Robert van",P110754,Bestuurder
1547,60342,TBI,"Hoog, Antonie de",P107318,Bestuurder
1548,60342,TBI,"Kooman, Jeanelle",P130457,Bestuurder
1549,60342,TBI,"Lems, Rene",P111006,Bestuurder
1550,60342,TBI,"Meerkerk, Frits Willem van",P101168,Bestuurder
1552,60348,BP,"Bakels, Arnold",P127434,Bestuurder
1553,60348,BP,"Baltussen, Arno",P126582,Bestuurder
1554,60348,BP,"Bergmans, Nicolaas Johannes Cornelis",P100978,Bestuurder
1556,60348,BP,"Koole, Paul",P109509,Bestuurder
1557,60348,BP,"Lindaart, Harm Jan",P130166,Bestuurder
1558,60348,BP,"Nieuwenhuize, Jannis Abraham",P118125,Bestuurder
1559,60348,BP,"Roberts, Mark Andres",P107748,Bestuurder
1560,60374,Banden- en Wielen,"Bikkers, Carel",P101963,Bestuurder
1562,60374,Banden- en Wielen,"Dwarswaard, Jacobus Cornelis",P120246,Bestuurder
1564,60374,Banden- en Wielen,"Geus, Paul Willem de",P130669,Bestuurder
1565,60374,Banden- en Wielen,"Heijer, Martijn den",P122500,Bestuurder
1566,60374,Banden- en Wielen,"Passchier, Nicolaas Johannes",P127508,Bestuurder
1567,60374,Banden- en Wielen,"Pavert, Wilhelmus Arnoldus van den",P129529,Bestuurder
1568,60374,Banden- en Wielen,"Pluijm, Gerardus Wilhelmus Johannes maria van der",P105315,Bestuurder
1570,60374,Banden- en Wielen,Schaacke,P120460,Bestuurder
1571,60374,Banden- en Wielen,"Simon, Maas",P120260,Bestuurder
1573,60376,Getronics,"Dijkstra, Johannes Klaas",P130706,Bestuurder
1574,60376,Getronics,"Ebbers, Marcus Henrikus Bernardus",P109186,Bestuurder
1575,60376,Getronics,"Jong, Gerrit de",P131494,Bestuurder
1576,60376,Getronics,"Meurs, Eric Fraciscus Maria",P127116,Bestuurder
1578,60376,Getronics,"Rollfs of Roelofs, Cornelis",P130185,Bestuurder
1580,60388,Unisys,"Dulk, Johannes den",P102940,Bestuurder
1581,60388,Unisys,"Eisma, Johanna Maria",P102933,Bestuurder
1582,60388,Unisys,"Gunning, Christopher Joseph",P102937,Bestuurder
1583,60388,Unisys,"Hamaekers, Bastiaan Pieter Cornelis",P132525,Bestuurder
1584,60388,Unisys,"Heijma, Athanasius",P121567,Bestuurder
1585,60388,Unisys,"Kleij, Johannes Cornelis",P131346,Bestuurder
1586,60388,Unisys,"Topsvoort, Ronald Nicolaas",P104004,Bestuurder
1588,60397,AHOLD,"Hellendoorn, Jan Christiaan",P114439,Bestuurder
1589,60397,AHOLD,"Jansen, Frank Johan",P107207,Bestuurder
1590,60397,AHOLD,"Kokkedee, Willem (Wim)",P107704,Bestuurder
1591,60397,AHOLD,"Koster, Mellius Maria",P122911,Bestuurder
1592,60397,AHOLD,"Miedema, Klaas",P112242,Bestuurder
1593,60419,SC Johnson,"Bakker, Robertus Cornelis Louis",P102309,Bestuurder
1594,60419,SC Johnson,"Fijma, Gijsberthus",P118499,Bestuurder
1595,60419,SC Johnson,"Reenen, Henri Marie van",P101275,Bestuurder
1596,60442,V.O.R. Pensioen B.V.,Vermeer-Soepnel,P106651,Bestuurder
1597,60448,Excedent 1987,"Eng, Wilhelmus Cornelis Leonardus van der",P121304,Bestuurder
1598,60448,Excedent 1987,"Kievit, Marinus",P121305,Bestuurder
1599,60448,Excedent 1987,"Maas, Johannes Petrus Jozef",P121303,Bestuurder
1600,60463,PostNL,"Dorrestijn, Petrus Gerardus Johannes",P123798,Bestuurder
1601,60463,PostNL,"Eijgermans, Susan Yvon",P108306,Bestuurder
1602,60463,PostNL,"Grootendorst, Eldert Cornelis",P117577,Bestuurder
1603,60463,PostNL,"Kieft, Lubertus Cornelis (Rene) van de",P103909,Bestuurder
1604,60463,PostNL,"Kiep, Bastiaan Huibertus",P126579,Bestuurder
1605,60463,PostNL,"Put, Leendert Jeroen van der",P109790,Bestuurder
1606,60463,PostNL,"Spigt, Willem Jacob",P130704,Bestuurder
1607,60465,Loodswezen,"Barnhoorn, Robert",P118415,Bestuurder
1608,60465,Loodswezen,"Dam, Hendrikus van",P100902,Bestuurder
1609,60465,Loodswezen,"Goudoever, Bart van",P131779,Bestuurder
1610,60465,Loodswezen,"Roorda, Marguerite Marie Elisabeth",P131916,Bestuurder
1612,60465,Loodswezen,"Waal, Alexander Victor de",P115948,Bestuurder
1613,60465,Loodswezen,"Wittkampf, Theodorus Antonius",P100908,Bestuurder
1614,60513,Panteia,"Bangma, Klaas",P126347,Bestuurder
1615,60513,Panteia,"Grood, Thomas Johannes de",P106374,Bestuurder
1616,60513,Panteia,"Korfage, Jan",P111136,Bestuurder
1617,60513,Panteia,"Rossum, Ronald van",P106372,Bestuurder
1618,60513,Panteia,"Ruijgrok, Wim",P106371,Bestuurder
1619,60513,Panteia,"Walree, Reinier Alexander van",P118788,Bestuurder
1620,60513,Panteia,"Zwart, Gerben Hendrik Kerst",P111018,Bestuurder
1621,60514,Particuliere Beveiliging,"Bakker, Albert Frederik Andreas",P112445,Bestuurder
1622,60514,Particuliere Beveiliging,"Goossens, Monique Thérése",P100809,Bestuurder
1623,60514,Particuliere Beveiliging,"Herpen, Harry van",P121077,Bestuurder
1625,60514,Particuliere Beveiliging,"Kraaier, Tim",P103332,Bestuurder
1626,60514,Particuliere Beveiliging,"Lonsain, Christian",P102997,Bestuurder
1627,60514,Particuliere Beveiliging,Neijenhuijs,P118807,Bestuurder
1628,60514,Particuliere Beveiliging,"Priester, Peter",P107702,Bestuurder
1629,60514,Particuliere Beveiliging,"Uittenbogaard, Thomas",P112927,Bestuurder
1630,60523,Security,"Bijlsma, Martin Alexander",P132196,Bestuurder
1631,60523,Security,"Bouwmeester, Gerhard",P108086,Bestuurder
1632,60523,Security,"Molenaar, Hendrikus Silvester",P109097,Bestuurder
1633,60523,Security,"Wuijten, Hendrik Jacobus",P109929,Bestuurder
1634,60523,Security,"Zandt, Marcus Maria (Marc) van der",P100667,Bestuurder
1637,60527,Towers Watson,"Heijer, Dirk den",P103981,Bestuurder
1638,60527,Towers Watson,"Sieben-van de Graaf, Corneliske Theodora",P127113,Bestuurder
1639,60527,Towers Watson,"Thien, Richtje Annemieke",P108235,Bestuurder
1640,60534,PPG Industries ,"Burger, Gerardus Jan",P103772,Bestuurder
1641,60534,PPG Industries ,"Heuvelen, Freerk Koert van",P114001,Bestuurder
1642,60534,PPG Industries ,"Huisman, Frederika Jacoba",P100745,Bestuurder
1643,60534,PPG Industries ,"Jongejan, Remmelt",P100738,Bestuurder
1644,60534,PPG Industries ,"Niewold, Willem",P109923,Bestuurder
1645,60534,PPG Industries ,"Schimmel, Petrus Johannes Cornelis",P100965,Bestuurder
1646,60540,Wolters Kluwer ,"Aalst, Paul Cornelis van",P123584,Bestuurder
1647,60540,Wolters Kluwer ,"Buren, Francois André Johan van",P102021,Bestuurder
1648,60540,Wolters Kluwer ,"Derriks, Johannes Christoffel",P118088,Bestuurder
1649,60540,Wolters Kluwer ,"Gelmers-Hollink, Marie Chantal",P113947,Bestuurder
1650,60540,Wolters Kluwer ,"Pouwe, Mirjam Emma",P131160,Bestuurder
1651,60540,Wolters Kluwer ,"Schaafsma, Dorien",P131801,Bestuurder
1653,60540,Wolters Kluwer ,"Swens, Ronald Henri",P122976,Bestuurder
1654,60543,Cap Gemini ,"Heukels, Willem Frederik",P130602,Bestuurder
1655,60543,Cap Gemini ,"Holsappel, Albert Jan",P112194,Bestuurder
1656,60543,Cap Gemini ,"Hooijdonk, Jacobus Antonius van",P118420,Bestuurder
1658,60543,Cap Gemini ,"Neuhaus, Dirk Willem",P130174,Bestuurder
1659,60543,Cap Gemini ,"Weber, Désirée Josephina Maria",P109861,Bestuurder
1660,60553,Astellas,"Beijert, Arjan",P109187,Bestuurder
1661,60553,Astellas,"Janssen, Henricus Jules Laurentius dr.",P108497,Bestuurder
1662,60553,Astellas,"Rot, Vincent Alfred Wijnandus Maria",P113736,Bestuurder
1664,60553,Astellas,"Vermazen, Arie Gerrit Cornelis",P126287,Bestuurder
1665,60561,Atos Origin,"Buuren, Arend van",P126506,Bestuurder
1666,60561,Atos Origin,"Elshout, Arnold Martin",P130578,Bestuurder
1667,60561,Atos Origin,"Noort, Pieter Frederik van",P107054,Bestuurder
1669,60561,Atos Origin,"Peters, Wilhelm Hendrikus Leonardus Maria",P101319,Bestuurder
1671,60561,Atos Origin,"Winnubst, Franciscus Theodorus Wilhelmus",P131581,Bestuurder
1672,60564,Campina,"Adriaans, Johannes Leonardus Maria",P127408,Bestuurder
1673,60564,Campina,"Fakkert, Anonius Wilhelmus Maria",P105486,Bestuurder
1674,60564,Campina,"Hammer, Carel Frederik",P116817,Bestuurder
1675,60564,Campina,"Molenaar, Simon Andreas",P106800,Bestuurder
1678,60564,Campina,"Vellenga, Harry Jacob",P123008,Bestuurder
1679,60564,Campina,"Verveld, Frank",P122950,Bestuurder
1680,60564,Campina,"Vredendaal, Wouter Jan van",P131844,Bestuurder
1681,60592,Urenco,"Berke, Leen",P131072,Bestuurder
1682,60592,Urenco,"Broekman, Gerardus Johannes",P112623,Bestuurder
1683,60592,Urenco,"Ham, Remco Franciscus Henricus van",P132520,Bestuurder
1684,60592,Urenco,"Koning, Gerardus Nicolaas",P113214,Bestuurder
1685,60592,Urenco,"Riele, Paul Hendrikus Maria te",P131071,Bestuurder
1686,60592,Urenco,"Valley, Heinz Rudiger",P112620,Bestuurder
1688,60592,Urenco,"Vrieze, Johannes Jacob de",P114461,Bestuurder
1690,60602,Avebe,"Mijnen, Mark Herman Edward",P107900,Bestuurder
1691,60602,Avebe,"Oostland, Freerk",P104967,Bestuurder
1692,60602,Avebe,"Vos, Joris",P122667,Bestuurder
1693,60607,Alcatel-Lucent,"Beek, Martijn Simon van",P110617,Bestuurder
1694,60607,Alcatel-Lucent,"Dröge, Ronaldus Nicolaas",P117218,Bestuurder
1696,60607,Alcatel-Lucent,"Leerdam, Jan T van",P106008,Bestuurder
1697,60607,Alcatel-Lucent,"Lustig, Koen",P105239,Bestuurder
1698,60607,Alcatel-Lucent,"Musters, Franciscus Jacobus Maria",P105145,Bestuurder
1699,60607,Alcatel-Lucent,"Thurkow, Jan Willem",P127869,Bestuurder
1700,60607,Alcatel-Lucent,"Wijthoff, Jacobus Pieter Simon",P106520,Bestuurder
1701,60607,Alcatel-Lucent,Zeeman,P116514,Bestuurder
1702,60627,Goudse Haven,"Bruijne, Mattheus Hendrik Jan de",P110262,Bestuurder
1703,60627,Goudse Haven,Friederich,P118068,Bestuurder
1704,60627,Goudse Haven,"Hof, Godefridus Johannes Josephus van 't",P118326,Bestuurder
1705,60627,Goudse Haven,"Krot, Sjoerd Alexander",P118065,Bestuurder
1706,60641,Astellas Fut,"Beijert, Arjan",P109187,Bestuurder
1707,60641,Astellas Fut,"Janssen, Henricus Jules Laurentius dr.",P108497,Bestuurder
1708,60641,Astellas Fut,"Rot, Vincent Alfred Wijnandus Maria",P113736,Bestuurder
1710,60641,Astellas Fut,"Vermazen, Arie Gerrit Cornelis",P126287,Bestuurder
1711,60655,Werk en (re)Integratie (PWRI),"Bethlehem, Cornelis Jan",P107867,Bestuurder
1714,60655,Werk en (re)Integratie (PWRI),"Kastelein, Maarten",P117540,Bestuurder
1715,60655,Werk en (re)Integratie (PWRI),"Kelderman, Harmen",P126118,Bestuurder
1716,60655,Werk en (re)Integratie (PWRI),"Oomen- Ruijten, Maria",P131025,Bestuurder
1718,60655,Werk en (re)Integratie (PWRI),"Uyl, Xander Johannes den",P107770,Bestuurder
1719,60655,Werk en (re)Integratie (PWRI),"Vink, Albertus Jacobus",P107775,Bestuurder
1720,60655,Werk en (re)Integratie (PWRI),"Wiselius, Hermina Henriette",P104070,Bestuurder
1721,60655,Werk en (re)Integratie (PWRI),"Wit, Cornelis Jacobus Maria de",P117136,Bestuurder
1722,60661,McCain,"Ars, Rinus",P117016,Bestuurder
1724,60661,McCain,"Guchte, Johannes Jacobus van de",P101997,Bestuurder
1725,60661,McCain,"Kamerling, Kornelis Hendrik",P131876,Bestuurder
1726,60661,McCain,"Koolen, Johannes Franciscus",P130910,Bestuurder
